customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,charge_per_tenure,effective_tenure_paid,revenue_potential,onlinesecurity_flag,onlinebackup_flag,deviceprotection_flag,techsupport_flag,streamingtv_flag,streamingmovies_flag,service_count,has_premium_services,has_phone,has_internet,has_bundle,loyalty_segment,contract_risk,is_electronic_check,is_auto_payment
1741-WTPON,Male,0,1,1,56,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Mailed check,115.85,6567.9,0,2.06875,56.69313767803194,6487.599999999999,1,1,1,1,1,1,6,1,1,1,1,Loyal (4-6yr),1,0,0
3932-IJWDZ,Male,0,0,0,45,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),103.65,4747.85,0,2.3033333333333337,45.80656054027979,4664.25,0,0,1,1,1,1,4,1,1,1,1,Established (2-4yr),3,0,1
1240-HCBOH,Female,0,0,0,67,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,26.1,1759.55,0,0.3895522388059702,67.41570881226053,1748.7,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),1,0,0
3594-KADLU,Male,0,1,0,3,0,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,0,Mailed check,35.1,101.1,0,11.700000000000001,2.88034188034188,105.30000000000001,1,0,0,1,0,0,2,0,0,1,0,New (0-12m),3,0,0
8065-BVEPF,Male,1,0,0,65,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),99.1,6496.15,0,1.5246153846153845,65.55146316851665,6441.5,0,1,1,0,1,1,4,1,1,1,1,Loyal (4-6yr),3,0,1
3796-ENZGF,Male,0,1,0,63,1,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,0,Mailed check,67.25,4234.15,0,1.0674603174603174,62.96133828996282,4236.75,0,1,0,1,0,1,3,1,1,1,1,Loyal (4-6yr),1,0,0
1734-ZMNTZ,Female,0,1,1,11,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.0,300.7,0,2.272727272727273,12.027999999999999,275.0,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),1,0,0
2853-CWQFQ,Male,0,0,1,1,1,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,1,Mailed check,59.55,59.55,0,59.55,1.0,59.55,0,0,0,1,0,1,2,0,1,1,1,New (0-12m),3,0,0
0813-TAXXS,Male,0,0,0,55,1,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),77.8,4323.35,0,1.4145454545454546,55.57005141388176,4279.0,0,0,1,0,1,1,3,1,1,1,1,Loyal (4-6yr),1,0,1
2519-TWKFS,Male,0,1,1,25,1,Yes,DSL,No,No,No,Yes,No,No,One year,1,Mailed check,55.1,1466.1,0,2.204,26.607985480943736,1377.5,0,0,0,1,0,0,1,0,1,1,1,Established (2-4yr),2,0,0
2889-FPWRM,Male,0,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),117.8,8684.8,1,1.636111111111111,73.72495755517826,8481.6,1,1,1,1,1,1,6,1,1,1,1,Loyal (4-6yr),2,0,1
0626-QXNGV,Female,0,1,0,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),24.15,1776.45,0,0.33541666666666664,73.55900621118013,1738.8,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),1,0,1
6723-CEGQI,Female,0,0,1,65,0,No phone service,DSL,No,Yes,No,Yes,Yes,No,Two year,0,Mailed check,45.25,2933.95,0,0.6961538461538461,64.83867403314916,2941.25,0,1,0,1,1,0,3,1,0,1,0,Loyal (4-6yr),1,0,0
6987-XQSJT,Female,1,0,0,54,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,79.5,4370.25,1,1.4722222222222223,54.971698113207545,4293.0,0,1,0,0,0,0,1,0,1,1,1,Loyal (4-6yr),3,1,0
4732-RRJZC,Male,0,1,1,7,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.25,144.35,0,2.892857142857143,7.128395061728395,141.75,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,0
9499-XPZXM,Female,0,1,0,72,1,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,0,Bank transfer (automatic),64.75,4804.75,0,0.8993055555555556,74.20463320463321,4662.0,1,1,0,1,0,0,3,1,1,1,1,Loyal (4-6yr),1,0,1
4338-EYCER,Male,0,1,0,21,1,No,DSL,No,No,No,No,Yes,No,Month-to-month,0,Bank transfer (automatic),54.6,1125.2,0,2.6,20.60805860805861,1146.6000000000001,0,0,0,0,1,0,1,0,1,1,1,Developing (1-2yr),3,0,1
3007-FDPEA,Female,0,0,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),20.7,39.85,0,10.35,1.92512077294686,41.4,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,1
6350-XFYGW,Male,1,0,0,4,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,94.75,422.4,0,23.6875,4.4580474934036936,379.0,0,0,1,0,1,1,3,1,1,1,1,New (0-12m),3,1,0
4290-BSXUX,Male,0,1,0,3,1,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1,Bank transfer (automatic),79.65,251.75,1,26.55,3.160703075957313,238.95000000000002,0,0,0,1,0,0,1,0,1,1,1,New (0-12m),3,0,1
8513-OLYGY,Male,0,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),115.8,8332.15,0,1.6083333333333334,71.95293609671847,8337.6,1,1,1,1,1,1,6,1,1,1,1,Loyal (4-6yr),1,0,1
0311-QYWSS,Female,0,0,0,6,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,49.45,314.6,0,8.241666666666667,6.361981799797776,296.70000000000005,1,0,0,0,0,0,1,0,1,1,1,New (0-12m),3,1,0
8705-DWKTI,Male,0,0,0,52,1,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),83.8,4331.4,0,1.6115384615384616,51.68735083532219,4357.599999999999,0,0,1,0,0,1,2,0,1,1,1,Loyal (4-6yr),3,0,1
8755-IWJHN,Male,1,1,0,69,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Bank transfer (automatic),95.35,6382.0,0,1.3818840579710143,66.93235448348192,6579.15,0,1,1,0,0,1,3,1,1,1,1,Loyal (4-6yr),3,0,1
0325-XBFAC,Male,0,0,0,8,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,94.7,740.3,1,11.8375,7.817317845828933,757.6,0,0,1,0,1,1,3,1,1,1,1,New (0-12m),3,1,0
4480-QQRHC,Female,1,0,0,8,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),74.05,600.15,0,9.25625,8.104659014179608,592.4,0,0,1,0,0,0,1,0,1,1,1,New (0-12m),3,0,1
0929-PECLO,Female,1,0,0,63,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Bank transfer (automatic),89.6,5538.8,0,1.422222222222222,61.81696428571429,5644.799999999999,0,0,1,0,0,1,2,0,1,1,1,Loyal (4-6yr),3,0,1
3680-CTHUH,Male,0,0,0,60,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),116.6,7049.5,0,1.9433333333333331,60.45883361921098,6996.0,1,1,1,1,1,1,6,1,1,1,1,Loyal (4-6yr),2,0,1
1202-KKGFU,Female,0,1,0,12,1,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),54.2,690.5,0,4.516666666666667,12.739852398523984,650.4000000000001,1,0,0,1,0,0,2,0,1,1,1,New (0-12m),3,0,1
6112-KTHFQ,Female,0,0,0,13,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.3,279.3,0,1.4846153846153847,14.471502590673575,250.9,0,0,0,0,0,0,0,0,1,0,0,Developing (1-2yr),3,0,0
1852-XEMDW,Male,0,0,0,22,1,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,0,Mailed check,65.05,1427.55,0,2.9568181818181816,21.94542659492698,1431.1,1,1,1,0,0,0,3,1,1,1,1,Developing (1-2yr),3,0,0
2462-XIIJB,Male,0,0,0,5,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,92.5,452.7,1,18.5,4.894054054054054,462.5,0,0,1,0,1,0,2,0,1,1,1,New (0-12m),3,1,0
4760-XOHVN,Female,0,1,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.45,19.45,1,19.45,1.0,19.45,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,0
1820-DJFPH,Female,0,1,1,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),24.05,1709.15,0,0.3340277777777778,71.06652806652806,1731.6000000000001,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),1,0,1
9426-SXNHE,Female,0,0,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),18.75,53.15,0,9.375,2.8346666666666667,37.5,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,1
9068-FHQHD,Female,0,1,1,40,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.15,777.35,0,0.5037499999999999,38.57816377171216,806.0,0,0,0,0,0,0,0,0,1,0,0,Established (2-4yr),1,0,1
1269-FOYWN,Male,0,1,1,44,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),20.0,860.85,0,0.45454545454545453,43.042500000000004,880.0,0,0,0,0,0,0,0,0,1,0,0,Established (2-4yr),2,0,1
9470-YFUYI,Male,1,1,0,71,1,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,1,Bank transfer (automatic),71.0,5012.1,0,1.0,70.59295774647887,5041.0,1,1,0,1,1,0,4,1,1,1,1,Loyal (4-6yr),2,0,1
7817-BOQPW,Female,0,0,0,2,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,75.55,166.3,1,37.775,2.2011912640635343,151.1,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,1,0
7402-EYFXX,Male,1,0,0,26,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,93.6,2404.1,0,3.5999999999999996,25.68482905982906,2433.6,0,0,0,0,1,1,2,0,1,1,1,Established (2-4yr),3,1,0
1853-UDXBW,Male,0,1,1,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.0,70.0,1,70.0,1.0,70.0,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,1,0
9895-VFOXH,Female,0,0,0,1,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,24.4,24.4,0,24.4,1.0,24.4,0,0,0,0,0,0,0,0,0,1,0,New (0-12m),3,0,0
5458-CQJTA,Male,0,1,1,65,1,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),74.8,4820.15,1,1.1507692307692308,64.44050802139037,4862.0,1,0,0,1,1,1,4,1,1,1,1,Loyal (4-6yr),1,0,1
1230-QAJDW,Male,0,0,0,3,1,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,1,Mailed check,65.25,209.9,0,21.75,3.2168582375478927,195.75,0,0,0,1,1,0,2,0,1,1,1,New (0-12m),3,0,0
5701-ZIKJE,Male,0,0,0,13,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,50.55,610.75,0,3.8884615384615384,12.082096933728982,657.15,0,0,0,1,0,0,1,0,1,1,1,Developing (1-2yr),3,0,0
5219-YIPTK,Female,0,1,0,33,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,104.4,3409.6,1,3.163636363636364,32.65900383141762,3445.2000000000003,0,1,1,0,1,1,4,1,1,1,1,Established (2-4yr),3,1,0
5032-MIYKT,Female,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,70.7,70.7,0,70.7,1.0,70.7,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,0,0
7396-VJUZB,Male,0,1,1,4,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.25,155.35,0,11.3125,3.4331491712707183,181.0,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,0,0
9717-QEBGU,Male,0,0,0,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.3,144.0,0,35.15,2.0483641536273116,140.6,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,1,0
5172-RKOCB,Male,0,1,0,72,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Credit card (automatic),108.95,7875.0,0,1.5131944444444445,72.28086278109224,7844.400000000001,1,1,0,1,1,1,5,1,1,1,1,Loyal (4-6yr),1,0,1
6509-TSGWN,Female,0,1,1,37,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,26.45,911.6,0,0.7148648648648649,34.465028355387524,978.65,0,0,0,0,0,0,0,0,1,0,0,Established (2-4yr),3,0,0
3540-RZJYU,Female,0,0,0,15,1,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,0,Electronic check,86.2,1270.2,1,5.746666666666667,14.735498839907192,1293.0,1,0,0,0,1,0,2,0,1,1,1,Developing (1-2yr),3,1,0
3178-CIFOT,Female,0,0,0,23,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),19.65,478.1,0,0.8543478260869565,24.33078880407125,451.95,0,0,0,0,0,0,0,0,1,0,0,Developing (1-2yr),2,0,1
2091-MJTFX,Female,0,1,1,30,0,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,0,Credit card (automatic),51.2,1561.5,1,1.7066666666666668,30.498046875,1536.0,0,0,0,1,1,1,3,1,0,1,0,Established (2-4yr),3,0,1
4530-NDRKU,Female,0,1,1,42,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Electronic check,19.05,761.85,0,0.45357142857142857,39.99212598425197,800.1,0,0,0,0,0,0,0,0,1,0,0,Established (2-4yr),2,1,0
5985-TBABQ,Female,0,0,0,32,1,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,0,Mailed check,74.75,2282.95,0,2.3359375,30.541137123745816,2392.0,1,0,0,0,1,1,3,1,1,1,1,Established (2-4yr),2,0,0
4647-XXZAM,Female,0,1,1,6,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.5,285.2,0,7.583333333333333,6.268131868131868,273.0,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,0,0
9800-ONTFE,Female,0,1,1,22,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),75.8,1615.1,0,3.4454545454545453,21.307387862796833,1667.6,0,0,0,0,0,0,0,0,1,1,1,Developing (1-2yr),3,0,1
6743-HHQPF,Male,0,1,0,42,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),25.1,1097.15,0,0.5976190476190476,43.711155378486055,1054.2,0,0,0,0,0,0,0,0,0,1,0,Established (2-4yr),3,0,1
8455-HIRAQ,Female,0,0,0,8,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.45,369.3,0,5.55625,8.308211473565803,355.6,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,0,0
6616-AALSR,Female,0,1,1,65,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,1,Credit card (automatic),104.3,6725.3,0,1.6046153846153846,64.48034515819751,6779.5,1,0,1,0,1,1,4,1,1,1,1,Loyal (4-6yr),1,0,1
0883-EIBTI,Female,0,0,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.5,31.55,1,9.75,1.617948717948718,39.0,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,0
9415-ZNBSX,Female,0,1,1,70,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),89.0,6293.2,0,1.2714285714285714,70.71011235955056,6230.0,1,1,1,1,1,1,6,1,1,1,1,Loyal (4-6yr),1,0,1
4018-KJYUY,Male,0,0,1,22,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.15,432.5,0,0.9159090909090909,21.46401985111663,443.29999999999995,0,0,0,0,0,0,0,0,1,0,0,Developing (1-2yr),3,0,1
0722-TROQR,Female,1,0,0,4,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.9,321.75,1,18.725,4.295727636849132,299.6,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,1,0
7571-YXDAD,Female,0,0,0,2,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),74.9,147.15,1,37.45,1.9646194926568759,149.8,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,0,1
3884-UEBXB,Female,0,1,1,67,0,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,0,Bank transfer (automatic),36.15,2434.45,0,0.5395522388059701,67.34301521438451,2422.0499999999997,1,1,0,0,0,0,2,0,0,1,0,Loyal (4-6yr),1,0,1
8780-RSYYU,Female,0,0,0,25,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),19.2,532.1,0,0.768,27.713541666666668,480.0,0,0,0,0,0,0,0,0,1,0,0,Established (2-4yr),3,0,1
5537-UXXVS,Female,0,1,0,20,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.25,375.25,0,0.9625,19.493506493506494,385.0,0,0,0,0,0,0,0,0,1,0,0,Developing (1-2yr),3,0,1
1791-PQHBB,Female,0,0,1,2,1,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,1,Credit card (automatic),61.2,125.95,0,30.6,2.058006535947712,122.4,1,0,0,0,0,1,2,0,1,1,1,New (0-12m),3,0,1
8701-DGLVH,Male,0,0,0,51,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.45,1042.65,0,0.4009803921568627,50.98533007334964,1042.95,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),1,0,0
8741-LQOBK,Female,0,1,1,46,0,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,0,Bank transfer (automatic),35.05,1620.25,0,0.7619565217391304,46.226818830242514,1612.3,1,1,0,0,0,0,2,0,0,1,0,Established (2-4yr),3,0,1
3393-FMZPV,Female,0,0,0,25,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,100.25,2387.75,1,4.01,23.81795511221945,2506.25,0,1,0,0,1,1,3,1,1,1,1,Established (2-4yr),3,1,0
8082-GHXOP,Male,0,0,1,13,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.0,659.35,0,3.3846153846153846,14.985227272727274,572.0,0,0,0,0,0,0,0,0,1,1,1,Developing (1-2yr),3,0,0
6402-ZFPPI,Female,1,0,0,25,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Mailed check,102.8,2660.2,1,4.112,25.877431906614785,2570.0,1,1,0,0,1,1,4,1,1,1,1,Established (2-4yr),3,0,0
0980-FEXWF,Male,0,1,1,26,1,No,DSL,No,No,Yes,No,No,No,One year,0,Mailed check,50.35,1285.8,0,1.9365384615384615,25.53723932472691,1309.1000000000001,0,0,1,0,0,0,1,0,1,1,1,Established (2-4yr),2,0,0
7486-KSRVI,Male,0,0,0,43,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,1,Electronic check,100.0,4211.55,1,2.3255813953488373,42.115500000000004,4300.0,0,0,0,1,1,1,3,1,1,1,1,Established (2-4yr),2,1,0
3011-WQKSZ,Male,0,0,1,19,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,20.0,377.55,0,1.0526315789473684,18.8775,380.0,0,0,0,0,0,0,0,0,1,0,0,Developing (1-2yr),3,1,0
8443-WVPSS,Male,0,1,0,10,1,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,99.85,990.9,1,9.985,9.923885828743115,998.5,0,1,0,1,1,1,4,1,1,1,1,New (0-12m),3,1,0
3006-XIMLN,Female,0,0,1,2,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),94.2,193.8,1,47.1,2.0573248407643314,188.4,0,0,0,0,1,1,2,0,1,1,1,New (0-12m),3,0,1
8218-FFJDS,Female,0,1,0,72,1,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),86.4,6058.95,0,1.2000000000000002,70.1267361111111,6220.8,1,1,0,1,1,1,5,1,1,1,1,Loyal (4-6yr),1,0,1
1986-PHGZF,Male,1,0,0,18,1,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),58.4,964.9,0,3.2444444444444445,16.522260273972602,1051.2,1,1,0,0,0,0,2,0,1,1,1,Developing (1-2yr),3,0,1
9965-YOKZB,Male,1,0,0,9,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,83.85,790.15,1,9.316666666666666,9.423375074537866,754.65,0,0,0,0,0,1,1,0,1,1,1,New (0-12m),3,1,0
0504-HHAPI,Female,1,0,0,27,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,0,Credit card (automatic),88.3,2467.75,1,3.27037037037037,27.947338618346546,2384.1,0,0,1,0,0,1,2,0,1,1,1,Established (2-4yr),3,0,1
9360-OMDZZ,Male,0,0,0,24,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.1,2322.85,0,3.920833333333333,24.684909670563233,2258.3999999999996,0,0,0,0,1,1,2,0,1,1,1,Developing (1-2yr),3,1,0
6305-YLBMM,Male,0,0,0,69,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),104.05,7262.0,1,1.5079710144927536,69.79336857280154,7179.45,0,1,1,1,1,1,5,1,1,1,1,Loyal (4-6yr),2,0,1
0345-XMMUG,Female,0,1,0,46,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),108.9,4854.3,0,2.367391304347826,44.57575757575758,5009.400000000001,0,1,1,1,1,1,5,1,1,1,1,Established (2-4yr),1,0,1
8024-XNAFQ,Female,1,0,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,1,Bank transfer (automatic),107.4,7748.75,0,1.4916666666666667,72.14851024208566,7732.8,1,1,1,1,0,1,5,1,1,1,1,Loyal (4-6yr),1,0,1
3647-GMGDH,Male,0,1,0,22,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),94.7,1914.9,1,4.304545454545455,20.220696937697994,2083.4,0,0,1,0,1,1,3,1,1,1,1,Developing (1-2yr),3,0,1
2988-GBIVW,Female,1,1,0,70,1,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,1,Electronic check,90.85,6470.1,0,1.2978571428571428,71.21739130434783,6359.5,1,0,0,0,0,1,2,0,1,1,1,Loyal (4-6yr),3,1,0
2832-SCUCO,Female,0,0,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.9,57.4,0,9.95,2.884422110552764,39.8,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,1,0
7036-ZZKBD,Male,0,1,0,31,1,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,1,Credit card (automatic),66.4,2019.8,0,2.141935483870968,30.418674698795176,2058.4,0,0,1,1,0,1,3,1,1,1,1,Established (2-4yr),3,0,1
3791-LGQCY,Female,1,1,0,56,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),100.65,5688.05,1,1.7973214285714287,56.51316443119722,5636.400000000001,0,0,1,0,1,1,3,1,1,1,1,Loyal (4-6yr),3,0,1
0265-PSUAE,Female,0,1,1,16,1,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,0,Bank transfer (automatic),100.7,1522.7,0,6.29375,15.121151936444885,1611.2,1,0,1,0,1,1,4,1,1,1,1,Developing (1-2yr),3,0,1
0463-TXOAK,Male,0,0,1,52,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.6,1334.5,0,0.49230769230769234,52.12890625,1331.2,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),1,0,1
0594-UFTUL,Male,0,1,1,13,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.85,252.0,0,1.526923076923077,12.69521410579345,258.05,0,0,0,0,0,0,0,0,1,0,0,Developing (1-2yr),3,0,0
9509-MPYOD,Female,0,0,0,35,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.75,700.45,0,0.5928571428571429,33.7566265060241,726.25,0,0,0,0,0,0,0,0,1,0,0,Established (2-4yr),2,0,0
9128-CPXKI,Female,0,0,0,59,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,0,Electronic check,95.8,5655.45,0,1.623728813559322,59.0339248434238,5652.2,0,0,1,0,1,1,3,1,1,1,1,Loyal (4-6yr),1,1,0
0129-KPTWJ,Male,0,1,0,72,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,94.65,6747.35,0,1.3145833333333334,71.28737453777073,6814.8,0,0,1,0,1,1,3,1,1,1,1,Loyal (4-6yr),3,1,0
8166-ZZTFS,Female,1,1,0,66,1,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),80.55,5265.1,1,1.2204545454545455,65.36436995654873,5316.3,0,1,1,0,1,1,4,1,1,1,1,Loyal (4-6yr),1,0,1
5855-EIBDE,Female,0,1,0,49,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),106.65,5174.35,0,2.176530612244898,48.51711204875762,5225.85,1,1,1,1,0,1,5,1,1,1,1,Loyal (4-6yr),1,0,1
5365-LLFYV,Female,0,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.85,105.6,0,22.925,2.303162486368593,91.7,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,0,0
